fyear,liquidity,leverage,ROA,Growth,icapt,GVKEY,cpu_index
1999,1.1565739178178596,0.9429831003825606,0.7836254989480407,0.0,9.004668301575206,7435,58.74810016083333
1999,1.1383372669849456,0.9442021588299714,0.8144614500766941,0.0,9.078565607007201,1078,58.74810016083333
1999,1.196186460823318,0.8962690611751805,0.8183669999517003,0.0,6.240683169629798,12540,58.74810016083333
1999,1.2302551543449343,0.8978088951010844,0.6843729894076033,0.0,8.133750304309098,1161,58.74810016083333
1999,1.2667513160271873,0.9967343416564663,0.5462896639390299,0.0,9.675457079649151,24216,58.74810016083333
1999,1.2933433071812885,0.9846330974960363,0.6035413557671528,0.0,8.476371196898066,1449,58.74810016083333
1999,1.1977558973129594,0.9416879545932102,0.6779448896844599,0.0,8.527440507869766,1209,58.74810016083333
1999,1.917708215680834,0.5275846668390152,0.5291323326952883,0.0,5.646075675221531,125595,58.74810016083333
1999,1.4045334674601142,0.7882855924604522,0.6554987703267817,0.0,6.477810473131001,29751,58.74810016083333
1999,1.6424252973183782,0.7270956287425834,0.48513500134544607,0.0,6.420149639322074,64821,58.74810016083333
1999,1.27368846475192,0.8910764779548785,0.6105825344719448,0.0,8.238275003697078,11554,58.74810016083333
1999,1.245552696937658,0.9496474736064591,0.6880800028003221,0.0,9.891010031025521,28349,58.74810016083333
1999,1.1178412440033907,1.0235206833993797,0.8114247429722697,0.0,10.223104243518618,8543,58.74810016083333
1999,1.1826128753132217,1.1822155174510132,0.7489383394085564,0.0,7.457964679534658,64768,58.74810016083333
1999,1.207835973415674,0.9234474466269087,0.6280738642076289,0.0,7.9624275226179915,100243,58.74810016083333
1999,1.3066887180201694,0.8689504401546774,0.6562809740562904,0.0,8.661874319085172,10860,58.74810016083333
1999,1.1641806276032693,0.9822762867539774,0.682451494444165,0.0,9.437316569311365,1045,58.74810016083333
1999,1.180630227355745,0.9918456301116122,0.6292187422696859,0.0,9.38731432244438,1440,58.74810016083333
1999,1.3301534225952707,0.9710195256309844,0.6562056460331231,0.0,9.60109785121275,1447,58.74810016083333
1999,1.3997182181372236,0.857549098041949,0.6822864711474315,0.0,11.068698738308884,1487,58.74810016083333
1999,1.6568799853523744,0.6304167400822842,0.5960776920693268,0.0,7.969296169733402,105365,58.74810016083333
1999,1.1919905424090933,1.0360639729637875,0.6204978123702684,0.0,6.10696052501823,1598,58.74810016083333
1999,1.236402088737974,0.8389733271286038,0.8420871336792045,0.0,8.085640748547833,1602,58.74810016083333
1999,1.348769478269575,0.9128076737468679,0.5349889585980278,0.0,6.5005266167411255,14282,58.74810016083333
1999,1.2479032723351098,0.835685417168234,0.6862260958875631,0.0,7.398324112341614,1632,58.74810016083333
1999,1.5014612663902855,0.7044321741609326,0.6207330277137635,0.0,4.199169934866443,63080,58.74810016083333
1999,1.3652072708798073,0.9091438688388842,0.5890861478861471,0.0,8.498214224820472,3221,58.74810016083333
1999,1.479315025254477,0.7496245404912535,0.6162148869536139,0.0,8.422899434880923,1678,58.74810016083333
1999,1.1637717803245329,0.9192562612090004,0.748648732878585,0.0,8.133000218586549,1690,58.74810016083333
1999,1.1873336176845728,0.8860592279194248,0.7509870616414159,0.0,8.501461900971163,1704,58.74810016083333
1999,1.1136542260769573,1.092216544541425,0.711836654585056,0.0,8.48487658994176,118122,58.74810016083333
1999,1.2942034986481004,0.8931624853448357,0.6340368570141554,0.0,5.850804951991877,61302,58.74810016083333
1999,1.1569576539944098,0.944451158452228,0.5850983848266472,0.0,9.152024900769224,1722,58.74810016083333
1999,1.053616692413743,1.1720581306799052,0.6234415870291193,0.0,5.4949814097656,4973,58.74810016083333
1999,1.1480059543900731,0.9681320141910575,0.795025552542013,0.0,10.722099301205409,9899,58.74810016083333
1999,1.2567632277682974,0.9537672157566317,0.41186989604584634,0.0,6.628234479240286,4383,58.74810016083333
1999,1.1939523107557912,0.8910840885533107,0.34944586186536675,0.0,6.402412927911777,1878,58.74810016083333
1999,1.2108382060272767,0.8630823037136063,0.755242016241978,0.0,8.331996946665738,1891,58.74810016083333
1999,1.1719488122269175,0.9610921152732164,0.6797835550353134,0.0,7.702168052440713,23809,58.74810016083333
1999,1.3017720350296993,0.8236507425054987,0.6186684167633684,0.0,8.2941268871209,29875,58.74810016083333
1999,1.165095748165218,1.0072762404099187,0.6840465920210136,0.0,7.264310215727294,1913,58.74810016083333
1999,1.2157460862159417,1.003461443866402,0.5883673026925347,0.0,7.497927983919795,1988,58.74810016083333
1999,1.3669209413164607,0.9132709291603766,0.671714579951555,0.0,11.457159023064257,7647,58.74810016083333
1999,1.461489479704474,0.8985505547652614,0.6649119260412332,0.0,9.494014423031178,2019,58.74810016083333
1999,1.1676096078502347,0.928300491104632,0.737741476168503,0.0,7.888741394694017,6733,58.74810016083333
1999,1.1610880628214786,0.9735055853990555,0.7283591259877299,0.0,8.691146498541356,2086,58.74810016083333
1999,1.1674883657467958,0.9637774404384938,0.6695685008989527,0.0,7.909804169566166,2111,58.74810016083333
1999,1.4388087597923718,0.9223724396553983,0.6192488767472457,0.0,7.082528418027159,14822,58.74810016083333
1999,1.4027755579724361,0.7663208031889341,0.6237125975210893,0.0,11.05211148129051,2176,58.74810016083333
1999,1.4027755579724361,0.7663208031889341,0.6237125975210893,0.0,11.05211148129051,2176,58.74810016083333
1999,1.0690975954043784,1.0696311533434457,0.7310800476907248,0.0,7.0137760766148345,2184,58.74810016083333
1999,1.2241072710106633,0.9846426836851524,0.3908446504037135,0.0,6.1319327617750075,2220,58.74810016083333
1999,1.2241072710106633,0.9846426836851524,0.3908446504037135,0.0,6.1319327617750075,2220,58.74810016083333
1999,1.8066821060514413,0.5828957428377027,0.5948294888998019,0.0,4.583313049734992,15414,58.74810016083333
1999,2.03900126749943,0.5530836491422735,0.6609994268969562,0.0,5.648579794216449,24468,58.74810016083333
1999,1.3513432959775251,0.8011266922739398,0.6716686975340873,0.0,5.64022480569471,124434,58.74810016083333
1999,1.1022231301958116,1.018736493729195,0.737944227878648,0.0,9.766693701018708,2285,58.74810016083333
1999,1.6490205687585666,0.6157989670968174,0.7687469778310569,0.0,6.000513481751368,119314,58.74810016083333
1999,1.2315314591495705,0.9323498376025732,0.611813162177221,0.0,7.5567415637615385,28742,58.74810016083333
1999,1.3902857002853506,0.8882437493787818,0.5573855515400502,0.0,8.430014164012608,64925,58.74810016083333
1999,1.1750753762066755,0.9341553698235596,0.7234784839236157,0.0,7.784473235740631,25279,58.74810016083333
1999,1.1309050892139862,0.9508581763617805,0.855092233181929,0.0,9.209139651400665,2403,58.74810016083333
1999,1.1403984096425521,1.0316763050204358,0.6109095045813524,0.0,4.681529194179489,15417,58.74810016083333
1999,1.197717014504247,0.899935033072429,0.7188105609752105,0.0,6.993932975232363,2435,58.74810016083333
1999,1.197717014504247,0.899935033072429,0.7188105609752105,0.0,6.993932975232363,2435,58.74810016083333
1999,1.1133092375185647,1.020162575801384,0.6381609056389373,0.0,5.512488788454403,65609,58.74810016083333
1999,1.2051355021965864,0.8769374467852973,0.5062967243797031,0.0,6.9198952899528505,13421,58.74810016083333
1999,1.495496804347327,0.7550314740675125,0.5290715472553251,0.0,7.730184900647711,28629,58.74810016083333
1999,1.0698357665373277,1.4740945886359273,0.7643517402415146,0.0,7.356279876557134,2663,58.74810016083333
1999,1.3464791929034916,0.9631315505411088,0.6208884562092304,0.0,8.593079395864905,30990,58.74810016083333
1999,1.1288462211531518,0.9807078203851827,0.6788730846157849,0.0,8.452739999973451,2751,58.74810016083333
1999,1.2333719380434462,0.9037735339149215,0.11515741632456675,0.0,6.146855885592769,64410,58.74810016083333
1999,1.2447483056538782,0.8342898354673132,0.768702082291272,0.0,8.824642890553154,13498,58.74810016083333
