GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,act,aqc,at,capx,ceq,ebit,ebitda,epsfi,epsfx,epspi,epspx,fincf,ivncf,lct,lo,lt,ni,oancf,revt,seq,teq,xrd,costat
1447,2021-12-31,2021,INDL,C,D,STD,USD,,,188548.0000,1638.0000,22177.0000,10121.0000,11816.0000,10.0200,10.0200,10.0400,10.0400,-14933.0000,-10529.0000,,28860.0000,166371.0000,8060.0000,14645.0000,43663.0000,22177.0000,22177.0000,,A
1447,2022-12-31,2022,INDL,C,D,STD,USD,,,228354.0000,1856.0000,24711.0000,10787.0000,12413.0000,9.8500,9.8500,9.8600,9.8600,24509.0000,-33689.0000,,35831.0000,203643.0000,7514.0000,21079.0000,55625.0000,24711.0000,24711.0000,,A
1447,2023-12-31,2023,INDL,C,D,STD,USD,,,261108.0000,1565.0000,28057.0000,13127.0000,14778.0000,11.2100,11.2100,11.2300,11.2300,18379.0000,-24433.0000,,30527.0000,233051.0000,8374.0000,18559.0000,67364.0000,28057.0000,28057.0000,,A
1449,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,165086.0000,0.0000,33559.0000,5040.0000,5076.0000,6.6700,6.6700,6.6900,6.6900,-1115.0000,-4619.0000,,112791.0000,131527.0000,4778.0000,5958.0000,22715.0000,33559.0000,33559.0000,,A
1449,2021-12-31,2021,INDL,C,D,STD,USD,,0.0000,157542.0000,0.0000,33253.0000,4565.0000,4604.0000,6.3900,6.3900,6.4200,6.4200,-2739.0000,-2378.0000,,104985.0000,124289.0000,4325.0000,5051.0000,21037.0000,33253.0000,33253.0000,,A
1449,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,131017.0000,0.0000,22365.0000,3406.0000,3446.0000,6.5900,6.5900,6.6200,6.6200,-3551.0000,-1540.0000,,93516.0000,108652.0000,4201.0000,3879.0000,18078.0000,22365.0000,22365.0000,,A
1487,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,586481.0000,0.0000,65877.0000,2865.0000,6985.0000,-6.8800,-6.8800,-6.8800,-6.8800,5058.0000,-6202.0000,,476870.0000,519282.0000,-5944.0000,1038.0000,43358.0000,66362.0000,67199.0000,,A
1487,2021-12-31,2021,INDL,C,D,STD,USD,,0.0000,596112.0000,0.0000,65471.0000,11322.0000,15955.0000,10.8200,10.8200,10.9500,10.9500,-3735.0000,-3280.0000,,485012.0000,527200.0000,9388.0000,6279.0000,52046.0000,65956.0000,68912.0000,,A
1487,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,526634.0000,0.0000,39517.0000,16488.0000,21336.0000,13.0100,13.0100,13.1600,13.1600,-676.0000,-3626.0000,,448174.0000,484399.0000,10276.0000,4207.0000,56332.0000,40002.0000,42235.0000,,A
1487,2023-12-31,2023,INDL,C,D,STD,USD,,,539306.0000,,44866.0000,5159.0000,,4.9800,4.9800,5.0200,5.0200,,,,465618.0000,488005.0000,3643.0000,,46802.0000,45351.0000,51301.0000,,A
1545,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,865.7640,17.5050,234.9900,15.8690,30.6240,0.5600,0.5600,0.5600,0.5600,-3.9850,4.1960,,19.8210,535.3580,9.0300,3.4980,75.0070,236.7910,330.4060,,A
1545,2021-12-31,2021,INDL,C,D,STD,USD,,0.0000,770.5690,8.0700,238.3370,-1.4280,10.4420,0.2100,0.2100,0.2100,0.2100,-103.5850,100.8220,,9.7910,433.7180,3.3470,-11.5230,61.2290,240.1380,336.8510,,A
1545,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,1197.4790,18.6860,611.6860,22.4950,32.1810,23.1100,23.1100,23.1100,23.1100,-112.3770,307.3570,,9.7910,385.3110,373.3490,-45.3860,69.3060,613.4870,812.1680,,A
1559,2020-12-31,2020,INDL,C,D,STD,USD,10.8500,2.0840,43.6530,0.4550,19.2740,0.0200,6.8090,-1.1400,-1.1400,-1.1400,-1.1400,-4.8100,-2.3890,12.3800,0.2100,20.0030,-7.0580,9.7450,17.8370,19.2740,23.6500,,A
1559,2021-12-31,2021,INDL,C,D,STD,USD,15.0870,0.0000,45.4300,1.6740,19.8930,2.1950,7.0510,0.0300,0.0300,0.0300,0.0300,-0.6550,-1.6740,5.8910,0.1400,21.1910,0.1940,6.2670,17.6280,19.8930,24.2390,,A
1559,2022-12-31,2022,INDL,C,D,STD,USD,18.7230,0.0000,43.9560,0.3880,21.6250,3.2370,8.0200,0.2100,0.2100,0.2100,0.2100,-2.6570,-0.3880,5.1750,0.0700,18.3310,1.3280,7.2350,19.7460,21.6250,25.6250,,A
1562,2021-04-30,2020,INDL,C,D,STD,USD,136.6230,0.0000,177.1570,0.6780,122.3910,4.3610,9.9710,0.2400,0.2400,0.2500,0.2500,-7.6140,-1.2980,50.6640,0.6540,54.7660,8.0890,17.7560,111.4080,122.3910,122.3910,16.9640,A
1562,2022-04-30,2021,INDL,C,D,STD,USD,156.1910,0.0000,192.8350,0.9340,132.9760,13.1560,17.2950,0.3700,0.3700,0.3800,0.3800,-6.0540,-0.9340,57.4890,0.1370,59.8590,12.7820,29.0200,127.5530,132.9760,132.9760,17.6000,A
1562,2023-04-30,2022,INDL,C,D,STD,USD,149.9890,6.5000,195.6200,3.9220,139.3340,10.7360,13.8940,0.3100,0.3100,0.3100,0.3100,-9.1920,-10.4220,55.9980,0.2230,56.2860,10.4210,-0.3800,123.6590,139.3340,139.3340,17.7670,A
1585,2020-12-31,2020,INDL,C,D,STD,USD,331.7250,19.3420,680.2930,11.2490,360.7360,18.5010,38.4030,0.5100,0.5100,0.5200,0.5200,-43.2130,-35.7950,171.3240,9.0540,319.5570,15.2420,89.1980,458.7040,360.7360,360.7360,8.7570,A
1585,2021-12-31,2021,INDL,C,D,STD,USD,342.0000,10.0000,694.1600,9.5180,372.7380,33.6840,55.9130,0.6100,0.6100,0.6200,0.6200,-65.8710,-20.0420,223.0610,5.3350,321.4220,18.5870,86.3610,556.8720,372.7380,372.7380,10.3540,A
1585,2022-12-31,2022,INDL,C,D,STD,USD,388.5670,,726.3130,13.2610,369.9790,43.0460,65.1840,0.9200,0.9200,0.9400,0.9400,-38.2600,-14.4700,266.6010,4.1670,356.3340,27.4040,57.1050,609.6150,369.9790,369.9790,10.8290,A
1598,2020-12-31,2020,INDL,C,D,STD,USD,2522.4700,116.5090,10357.4830,74.1990,5949.3460,1071.8120,1327.0870,3.7700,3.7700,3.8000,3.8000,-539.4360,61.6300,1075.9150,389.1300,4408.1370,872.4390,1280.9800,4540.0290,5949.3460,5949.3460,158.9000,A
1598,2021-12-31,2021,INDL,C,D,STD,USD,2128.7650,1959.2180,11898.1870,110.6710,6871.8840,1308.6700,1600.7820,4.2500,4.2500,4.2900,4.2900,39.3370,-2055.8420,1563.3140,385.0650,5026.3030,990.0530,1160.4570,5546.5140,6871.8840,6871.8840,194.2000,A
1598,2022-12-31,2022,INDL,C,D,STD,USD,2528.0580,429.7140,12431.1200,139.0050,7476.5120,1500.6920,1820.1190,5.0100,5.0100,5.0400,5.0400,-575.6990,-552.7600,1564.2020,407.9840,4954.6080,1159.5420,1149.3730,6150.5300,7476.5120,7476.5120,198.8000,A
1598,2023-12-31,2023,INDL,C,D,STD,USD,2824.6680,,15023.5330,136.2000,8730.1910,1707.4590,2045.0590,5.6700,5.6700,5.7000,5.7000,,,2882.5730,1515.3370,6293.3420,1313.1880,1735.3000,6596.9500,8730.1910,8730.1910,,A
1602,2020-12-31,2020,INDL,C,D,STD,USD,21144.0000,0.0000,62948.0000,608.0000,9409.0000,9136.0000,12576.0000,12.3100,12.3100,12.4000,12.4000,-4867.0000,-5401.0000,11653.0000,8685.0000,53539.0000,7264.0000,10497.0000,25424.0000,9409.0000,9409.0000,4207.0000,A
1602,2021-12-31,2021,INDL,C,D,STD,USD,19385.0000,2529.0000,61165.0000,880.0000,6700.0000,9274.0000,12518.0000,10.2800,10.2800,10.3400,10.3400,-8271.0000,733.0000,12184.0000,8534.0000,54465.0000,5893.0000,9261.0000,25979.0000,6700.0000,6700.0000,6324.0000,A
1602,2022-12-31,2022,INDL,C,D,STD,USD,22186.0000,3839.0000,65121.0000,936.0000,3661.0000,10060.0000,13321.0000,12.1100,12.1100,12.1800,12.1800,-4037.0000,-6044.0000,15687.0000,7880.0000,61460.0000,6552.0000,9721.0000,26323.0000,3661.0000,3661.0000,4434.0000,A
1602,2023-12-31,2023,INDL,C,D,STD,USD,30332.0000,,97154.0000,1112.0000,6232.0000,7998.0000,12069.0000,12.4900,12.4900,12.5600,12.5600,21048.0000,-26204.0000,18392.0000,7006.0000,90922.0000,6717.0000,8471.0000,28190.0000,6232.0000,6232.0000,4784.0000,A
1613,2020-12-31,2020,INDL,C,D,STD,USD,171.8320,0.0000,463.2080,8.4660,76.5640,6.1450,24.7200,0.5400,0.5400,0.5600,0.5600,-17.2200,-7.9290,105.3320,242.9970,378.2090,7.9700,33.6350,328.5440,76.5640,84.9990,2.0470,A
1613,2021-12-31,2021,INDL,C,D,STD,USD,188.2970,0.0000,485.6320,15.2360,82.5730,-4.9940,12.8830,-0.6700,-0.6700,-0.6700,-0.6700,24.4020,-14.7340,125.0420,220.5990,393.8260,-12.6950,-15.8660,344.9200,82.5730,91.8060,1.2290,A
1613,2022-12-31,2022,INDL,C,D,STD,USD,231.4080,0.0000,502.7740,16.6880,104.3260,-0.1730,17.2350,0.1800,0.1800,0.1800,0.1800,42.5870,-16.3080,116.2250,174.6880,389.3780,3.4160,-27.2080,390.1890,104.3260,113.3960,1.0240,A
1618,2021-04-30,2020,INDL,C,D,STD,USD,,0.0000,97.3660,0.0050,88.8890,9.0470,9.6010,0.9500,0.9500,0.9500,0.9500,-5.3050,-0.0050,,1.7690,8.4770,7.3920,12.6090,40.0690,88.8890,88.8890,,A
1618,2022-04-30,2021,INDL,C,D,STD,USD,,0.0000,94.9170,1.2870,83.1620,21.3030,21.5280,2.2100,2.2100,2.2100,2.2100,-23.3610,-1.1950,,1.3570,11.7550,15.8620,15.4760,62.4790,83.1620,83.1620,,A
1618,2023-04-30,2022,INDL,C,D,STD,USD,,0.0000,115.8950,0.1310,111.0000,13.4270,13.4900,4.1100,4.1100,4.1300,4.1300,-1.9860,-0.1310,,1.3190,4.8950,21.7900,6.3890,48.6760,111.0000,111.0000,,A
1632,2020-10-31,2020,INDL,C,D,STD,USD,2517.6880,14.1960,21468.6030,165.6920,11997.9450,1610.6790,2421.6020,3.2800,3.2800,3.3100,3.3100,-1420.6080,-180.5230,1364.9860,752.4830,9470.6580,1220.7610,2008.4870,5603.0560,11997.9450,11997.9450,1050.5190,A
1632,2021-10-31,2021,INDL,C,D,STD,USD,5378.3170,-2425.6000,52322.0710,343.6760,37992.5420,1889.5160,2964.1500,3.4600,3.4600,3.5000,3.5000,-3959.6640,2143.5250,2770.3120,1071.3930,14329.5290,1390.4220,2735.0690,7318.2860,37992.5420,37992.5420,1296.1260,A
1632,2022-10-31,2022,INDL,C,D,STD,USD,4937.9920,0.0000,50302.3500,699.3080,36465.3230,3858.5710,6156.0700,5.2500,5.2500,5.2900,5.2900,-4290.7200,-657.3680,2442.6550,885.9300,13837.0270,2748.5610,4475.4020,12013.9530,36465.3230,36465.3230,1700.5180,A
1632,2023-10-31,2023,INDL,C,D,STD,USD,4384.0220,0.0000,48794.4780,1261.4630,35565.1220,3990.8910,6283.9940,6.5500,6.5500,6.6000,6.6000,-4063.7600,-1266.3850,3200.9710,637.6160,13229.3560,3314.5790,4817.6340,12305.5390,35565.1220,35565.1220,1660.1940,A
1659,2020-12-31,2020,INDL,C,D,STD,USD,2416.4090,0.0000,4272.1210,104.8860,961.8910,16.0120,204.6500,0.2300,0.2300,0.2300,0.2300,136.2960,-86.7560,1931.6820,55.9150,3111.4610,7.7100,-74.4320,8208.4360,961.8910,1160.6600,,A
1659,2021-12-31,2021,INDL,C,D,STD,USD,3372.3280,11.4250,4569.2190,75.7660,1072.4250,168.9450,347.8790,3.0700,2.9400,3.1200,2.9900,-248.7690,487.2480,2463.9290,94.6500,3261.5150,103.9860,-51.0500,12612.0500,1072.4250,1307.7040,,A
1659,2022-12-31,2022,INDL,C,D,STD,USD,3465.9530,20.2450,4607.9960,108.2840,1198.6010,233.6010,368.3430,3.8100,3.4600,3.8900,3.5300,-334.7300,-52.9020,2521.3220,63.1600,3178.2270,131.0800,287.1170,17325.3840,1198.6010,1429.7690,,A
1661,2020-12-31,2020,INDL,C,D,STD,USD,1131.4650,0.0000,5503.4280,195.5230,1151.3790,-294.0560,559.6430,-118.6900,-118.6900,-118.6900,-118.6900,-148.0010,-165.4570,515.4690,293.3780,3803.7800,-805.6410,349.7610,2134.0430,1151.3840,1256.8080,33.5640,A
1661,2021-12-31,2021,INDL,C,D,STD,USD,1517.8090,0.0000,5525.3640,234.0400,590.6560,-219.7310,473.6510,-76.5800,-76.5800,-76.5800,-76.5800,488.4210,-117.2250,525.2280,321.6250,4131.1430,-569.2720,428.7760,2017.5480,590.6560,718.9380,35.1530,A
1661,2022-12-31,2022,INDL,C,D,STD,USD,1000.6230,0.0000,4729.8540,373.4450,368.9560,29.1600,694.2320,-40.5200,-40.5200,-40.5200,-40.5200,-661.5320,-368.7080,596.3900,349.8860,3514.4590,-350.2610,501.0890,2653.7660,368.9560,536.7910,49.9390,A
1661,2023-12-31,2023,INDL,C,D,STD,USD,1645.6780,0.0000,5277.9650,540.8510,326.6140,243.4120,888.7060,-5.4900,-5.4900,-5.4900,-5.4900,592.5920,-570.4240,1213.9810,244.3010,3996.8800,-11.7840,637.8620,3005.9810,326.6140,542.0100,56.2970,A
1678,2020-12-31,2020,INDL,C,D,STD,USD,1846.0000,0.0000,12746.0000,1302.0000,-1639.0000,-4515.0000,-2533.0000,-12.8600,-12.8600,-12.8600,-12.8600,93.0000,-1466.0000,1308.0000,2345.0000,12783.0000,-4860.0000,1388.0000,4212.0000,-1639.0000,-645.0000,,A
1678,2021-12-31,2021,INDL,C,D,STD,USD,2380.0000,0.0000,13303.0000,1113.0000,-1595.0000,2738.0000,4242.0000,2.5900,2.5900,2.6000,2.6000,-2623.0000,-833.0000,2117.0000,3596.0000,13308.0000,973.0000,3496.0000,8079.0000,-1595.0000,-717.0000,,A
1678,2022-12-31,2022,INDL,C,D,STD,USD,2708.0000,0.0000,13147.0000,2398.0000,423.0000,4968.0000,6342.0000,11.0200,11.0200,11.0500,11.0500,-3489.0000,-1511.0000,2916.0000,2988.0000,11802.0000,3674.0000,4943.0000,10961.0000,423.0000,1345.0000,,A
1686,2021-02-28,2020,INDL,C,D,STD,USD,350.6740,0.0000,1015.0990,26.1650,492.7450,74.6850,118.5850,0.5900,0.5900,0.5900,0.5900,-107.8760,-2.1470,217.5520,85.0530,522.3540,15.4360,141.8630,1230.7740,492.7450,492.7450,15.3000,A
1686,2022-02-28,2021,INDL,C,D,STD,USD,337.8920,0.0000,887.8630,21.8410,386.1990,77.6740,119.8740,0.1400,0.1400,0.1400,0.1400,-120.5720,9.2830,232.9460,64.8310,501.6640,3.4860,100.4710,1313.9770,386.1990,386.1990,17.3000,A
1686,2023-02-28,2022,INDL,C,D,STD,USD,383.1010,0.0000,915.3650,45.1770,396.4080,125.1880,163.3880,4.6400,4.6400,4.7300,4.7300,-91.0230,-27.7100,242.5490,72.0820,518.9570,104.1070,102.6960,1440.6960,396.4080,396.4080,25.5000,A
1690,2020-09-30,2020,INDL,C,D,STD,USD,143713.0000,1524.0000,323888.0000,7309.0000,65339.0000,66288.0000,75988.0000,3.2800,3.2800,3.3100,3.3100,-86820.0000,-4289.0000,105392.0000,43308.0000,258549.0000,57411.0000,80674.0000,274515.0000,65339.0000,65339.0000,18752.0000,A
1690,2021-09-30,2021,INDL,C,D,STD,USD,134836.0000,33.0000,351002.0000,11085.0000,63090.0000,108949.0000,118449.0000,5.6100,5.6100,5.6700,5.6700,-93353.0000,-14545.0000,125481.0000,43050.0000,287912.0000,94680.0000,104038.0000,365817.0000,63090.0000,63090.0000,21914.0000,A
1690,2022-09-30,2022,INDL,C,D,STD,USD,135405.0000,306.0000,352755.0000,10708.0000,50672.0000,119437.0000,128137.0000,6.1100,6.1100,6.1500,6.1500,-110749.0000,-22354.0000,153982.0000,38394.0000,302083.0000,99803.0000,122151.0000,394328.0000,50672.0000,50672.0000,26251.0000,A
1690,2023-09-30,2023,INDL,C,D,STD,USD,143566.0000,0.0000,352583.0000,10959.0000,62146.0000,114301.0000,122801.0000,6.1300,6.1300,6.1600,6.1600,-108488.0000,3705.0000,145308.0000,38581.0000,290437.0000,96995.0000,110543.0000,383285.0000,62146.0000,62146.0000,29915.0000,A
1704,2020-10-31,2020,INDL,C,D,STD,USD,13369.0000,107.0000,22353.0000,422.0000,10578.0000,4475.0000,4851.0000,3.9200,3.9200,3.9500,3.9500,-1337.0000,-130.0000,4459.0000,1664.0000,11775.0000,3619.0000,3804.0000,17202.0000,10578.0000,10578.0000,2234.0000,A
1704,2021-10-31,2021,INDL,C,D,STD,USD,16107.0000,12.0000,25825.0000,668.0000,12247.0000,7269.0000,7663.0000,6.4000,6.4000,6.4700,6.4700,-4591.0000,-1216.0000,6344.0000,1546.0000,13578.0000,5888.0000,5442.0000,23063.0000,12247.0000,12247.0000,2485.0000,A
1704,2022-10-31,2022,INDL,C,D,STD,USD,15925.0000,441.0000,26726.0000,787.0000,12194.0000,7822.0000,8266.0000,7.4400,7.4400,7.4900,7.4900,-7043.0000,-1357.0000,7379.0000,1358.0000,14532.0000,6525.0000,5399.0000,25785.0000,12194.0000,12194.0000,2771.0000,A
1704,2023-10-31,2023,INDL,C,D,STD,USD,19147.0000,25.0000,30729.0000,1106.0000,16349.0000,7676.0000,8191.0000,8.1100,8.1100,8.1600,8.1600,-3032.0000,-1535.0000,7372.0000,1285.0000,14380.0000,6856.0000,8700.0000,26517.0000,16349.0000,16349.0000,3102.0000,A
1706,2020-08-31,2020,INDL,C,D,STD,USD,341.1320,33.2980,824.2940,12.0530,359.2260,29.4010,50.1210,0.0100,0.0900,0.0100,0.0900,-238.9260,176.0730,105.5220,64.7590,465.0680,0.7230,-3.1590,493.2920,359.2260,359.2260,7.3000,A
1706,2021-08-31,2021,INDL,C,D,STD,USD,357.4350,0.0000,820.2470,12.0190,412.1980,54.3440,75.9550,0.6300,0.6700,0.6300,0.6700,-81.5160,13.3010,134.7640,53.3200,408.0490,38.0770,54.1830,528.6600,412.1980,412.1980,7.4000,A
1706,2022-08-31,2022,INDL,C,D,STD,USD,342.3800,0.0000,757.3120,8.4170,318.6110,65.5100,85.1100,0.2600,0.3300,0.2600,0.3300,-52.2020,-7.2410,153.1880,44.6810,438.7010,15.6860,51.7360,571.2230,318.6110,318.6110,7.3000,A
1706,2023-08-31,2023,INDL,C,D,STD,USD,355.6400,0.0000,762.5970,9.4000,326.6200,122.6650,138.9780,0.8200,0.9400,0.8200,0.9500,-53.1300,11.3420,148.1200,42.6080,435.9770,46.5610,77.6030,598.2040,326.6200,326.6200,9.0000,A
1722,2020-12-31,2020,INDL,C,D,STD,USD,27286.0000,15.0000,49719.0000,823.0000,20000.0000,1683.0000,2659.0000,3.1500,3.1500,3.1600,3.1600,-423.0000,4465.0000,18182.0000,1391.0000,29623.0000,1772.0000,-2386.0000,64355.0000,20000.0000,20022.0000,160.0000,A
1722,2021-12-31,2021,INDL,C,D,STD,USD,31909.0000,1564.0000,56136.0000,1169.0000,22477.0000,3038.0000,4034.0000,4.7900,4.7900,4.8000,4.8000,-1118.0000,-2669.0000,21948.0000,1233.0000,33369.0000,2709.0000,6595.0000,85249.0000,22477.0000,22508.0000,171.0000,A
1722,2022-12-31,2022,INDL,C,D,STD,USD,35410.0000,22.0000,59774.0000,1319.0000,24284.0000,4255.0000,5283.0000,7.7100,7.7100,7.7200,7.7200,-2499.0000,-1400.0000,24191.0000,1014.0000,35158.0000,4340.0000,3478.0000,101556.0000,24284.0000,24317.0000,216.0000,A
1743,2020-12-31,2020,INDL,C,D,STD,USD,758.1680,0.0000,1779.0080,57.4890,828.5930,94.9690,213.3600,2.6900,2.6900,2.8000,2.8000,-111.4050,7.4610,506.5470,56.5030,950.4150,71.1000,205.9890,2940.1630,828.5930,828.5930,,A
1743,2021-12-31,2021,INDL,C,D,STD,USD,776.0530,239.3800,2112.6760,78.4730,929.0670,271.3560,395.5770,7.9800,7.9800,8.3800,8.3800,-247.6450,-303.2040,702.6940,152.2700,1183.6090,213.5210,323.5150,3980.0670,929.0670,929.0670,,A
1743,2022-12-31,2022,INDL,C,D,STD,USD,989.7830,-2.2790,2494.2860,165.5050,1151.4010,406.7790,546.8180,11.6900,11.6900,12.1300,12.1300,-127.9840,-261.0830,768.4700,166.9410,1342.8850,298.2090,470.8190,5324.0520,1151.4010,1151.4010,,A
1743,2023-12-31,2023,INDL,C,D,STD,USD,884.7830,0.0000,2485.0940,231.9980,1242.3630,164.0010,309.3500,7.9300,5.7700,8.1400,5.9200,-196.6100,-21.7030,701.5630,146.7720,1242.7310,195.4330,322.1670,4427.4430,1242.3630,1242.3630,,A
1773,2020-12-31,2020,INDL,C,D,STD,USD,13152.8990,0.0000,17053.9110,123.5850,5089.3190,913.2260,1102.2840,7.4300,7.4300,7.4900,7.4900,-1227.0970,-138.7940,9130.8830,91.4120,11904.9590,584.4380,1359.8430,28673.3630,5089.3190,5148.9520,0.0000,A
1773,2021-12-31,2021,INDL,C,D,STD,USD,15893.3230,0.0000,19535.5400,83.0510,5282.2950,1559.7380,1754.8580,15.1000,15.1000,15.2900,15.2900,-463.3040,-60.1180,11326.0890,97.6940,14194.6940,1108.1970,418.9830,34477.0180,5282.2950,5340.8460,0.0000,A
1773,2022-12-31,2022,INDL,C,D,STD,USD,18340.3400,0.0000,21763.1820,78.8360,5546.3570,2082.2350,2269.6170,21.8000,21.8000,22.0100,22.0100,109.7820,-57.7110,12389.6040,48.7420,16151.8290,1426.8840,-33.0770,37124.4220,5546.3570,5611.3530,0.0000,A
1773,2023-12-31,2023,INDL,C,D,STD,USD,18327.4770,0.0000,21726.1680,83.2850,5805.4640,1492.8800,1673.9960,15.8400,15.8400,16.0300,16.0300,-666.2220,-72.3230,13187.8840,297.3140,15848.8610,903.5050,705.4490,33107.1200,5805.4640,5877.3070,0.0000,A
1783,2020-11-30,2020,INDL,C,D,STD,USD,10.3010,0.0000,18.8030,0.6930,9.9070,-3.6930,-2.8750,-0.4800,-0.4800,-0.4800,-0.4800,1.3580,-0.5020,6.1650,0.0000,8.8960,-2.1030,-0.8560,22.4090,9.9070,9.9070,0.1990,A
1783,2021-11-30,2021,INDL,C,D,STD,USD,12.1740,0.0000,20.8540,0.6200,10.3540,0.5230,1.1360,0.0500,0.0500,0.0500,0.0500,1.5850,-0.5990,7.6870,0.0000,10.5000,0.2130,-0.9860,24.9650,10.3540,10.3540,0.1520,A
1783,2022-11-30,2022,INDL,C,D,STD,USD,14.1330,0.0000,23.9480,1.7470,11.1500,0.3330,1.1400,0.0200,0.0200,0.0200,0.0200,0.3940,-1.3440,9.2670,0.0000,12.7980,0.0980,0.9520,28.4000,11.1500,11.1500,0.1930,A
1794,2020-09-30,2020,INDL,C,D,STD,USD,1547.0000,0.0000,6877.0000,138.0000,3036.0000,239.0000,487.0000,-8.3900,-8.1000,-8.3900,-8.1000,9.0000,8.0000,813.0000,1102.0000,3841.0000,-508.0000,203.0000,2326.0000,3036.0000,3036.0000,64.0000,A
1794,2021-09-30,2021,INDL,C,D,STD,USD,1717.0000,309.0000,6612.0000,105.0000,2752.0000,197.0000,442.0000,3.5900,2.8200,3.6300,2.8500,-426.0000,-381.0000,934.0000,983.0000,3860.0000,220.0000,560.0000,2111.0000,2752.0000,2752.0000,50.0000,A
1794,2022-09-30,2022,INDL,C,D,STD,USD,1768.0000,0.0000,6213.0000,113.0000,3220.0000,293.0000,535.0000,16.4100,3.2000,16.7100,3.2600,-896.0000,1556.0000,553.0000,900.0000,2993.0000,927.0000,-213.0000,2391.0000,3220.0000,3220.0000,55.0000,A
1794,2023-09-30,2023,INDL,C,D,STD,USD,1506.0000,0.0000,5939.0000,170.0000,3097.0000,163.0000,407.0000,3.3100,3.1300,3.3600,3.1800,-371.0000,-109.0000,456.0000,818.0000,2842.0000,178.0000,243.0000,2191.0000,3097.0000,3097.0000,51.0000,A
1820,2021-01-31,2020,INDL,C,D,STD,USD,60.7210,0.0000,115.4730,2.5870,74.6830,2.4330,8.4160,0.1800,0.1800,0.1800,0.1800,-5.1400,-2.5870,20.9680,6.8420,40.7900,1.2840,15.5440,116.0330,74.6830,74.6830,6.2060,A
1820,2022-01-31,2021,INDL,C,D,STD,USD,63.7780,0.0000,114.9550,1.7960,81.0120,1.1560,5.1500,0.8800,0.8800,0.8900,0.8900,-5.5560,-1.7960,20.0350,4.7600,33.9430,6.4290,1.3940,117.4800,81.0120,81.0120,6.7530,A
1820,2023-01-31,2022,INDL,C,D,STD,USD,79.7620,17.0340,139.2070,0.2290,84.3670,6.1600,10.0760,0.3600,0.3600,0.3600,0.3600,18.7550,-17.2630,37.4980,4.5800,54.8400,2.6610,-2.9360,142.5270,84.3670,84.3670,6.8220,A
1823,2020-12-31,2020,INDL,C,D,STD,USD,316.9470,0.0000,619.7450,7.4590,270.3710,-13.6850,16.7150,-3.7600,-3.7600,-3.7600,-3.7600,-24.5760,-5.7970,93.7360,62.3580,349.3740,-115.7810,37.3350,502.5870,270.3710,270.3710,86.8000,A
1823,2021-12-31,2021,INDL,C,D,STD,USD,339.8610,0.0000,609.1380,6.0340,256.6040,-37.6260,-9.5260,-0.8200,-0.8200,-0.8200,-0.8200,-7.5050,3.1790,118.6130,57.4820,352.5340,-25.5780,-5.5300,444.9080,256.6040,256.6040,85.3000,A
1823,2022-12-31,2022,INDL,C,D,STD,USD,365.2940,0.0000,615.0310,7.6750,239.9200,-32.8680,-5.9680,-1.1100,-1.1100,-1.1100,-1.1100,-1.4120,14.3860,151.6120,52.1200,375.1110,-35.7470,-28.3120,534.8940,239.9200,239.9200,48.3000,A
1864,2021-01-31,2020,INDL,C,D,STD,USD,258.7500,0.0000,479.3450,10.4120,384.7830,-3.8000,17.1060,0.4900,0.4900,0.4900,0.4900,-22.4450,-20.7910,30.7370,0.2730,42.1620,3.0010,8.6230,372.8460,384.7830,437.1830,,A
1864,2022-01-31,2021,INDL,C,D,STD,USD,345.1670,0.0000,550.3610,5.1260,430.7920,69.0840,87.1150,8.7500,7.9500,8.7500,7.9500,-11.0950,5.2940,50.4830,2.7940,62.7990,52.3640,91.7110,774.8020,430.7920,487.5620,,A
1864,2023-01-31,2022,INDL,C,D,STD,USD,372.6440,0.0000,579.5790,15.5780,447.9820,25.7750,43.7510,1.5700,1.5700,1.5700,1.5700,-17.0090,-198.5070,54.5990,3.0340,68.5850,27.6970,54.7950,855.0000,447.9820,510.9940,,A
1878,2021-01-31,2020,INDL,C,D,STD,USD,2699.2000,246.2000,7279.8000,91.1000,965.5000,650.6000,771.9000,5.4400,5.4400,5.5100,5.5100,-1046.8000,-403.9000,3254.7000,1015.0000,6314.3000,1208.2000,1437.2000,3790.4000,965.5000,965.5000,932.5000,A
1878,2022-01-31,2021,INDL,C,D,STD,USD,2763.8000,1250.3000,8606.8000,56.0000,849.1000,747.3000,892.8000,2.2400,2.2400,2.2600,2.2600,-168.6000,-1594.6000,4009.4000,1095.2000,7757.7000,497.0000,1531.3000,4386.4000,849.1000,849.1000,1114.8000,A
1878,2023-01-31,2022,INDL,C,D,STD,USD,3341.0000,96.0000,9438.0000,40.0000,1145.0000,1032.0000,1180.0000,3.7800,3.7800,3.8100,3.8100,-1487.0000,-143.0000,4000.0000,1680.0000,8293.0000,823.0000,2071.0000,5005.0000,1145.0000,1145.0000,1219.0000,A
